leg,constituency_code,constituency,party,name,date_start,date_end
3,15,Setúbal,PS,José Eduardo Neves Hasse Ferreira,1983-04-26,1985-10-06
3,15,Setúbal,PS,Américo Albino da Silva Salteiro,1983-04-26,1985-10-06
3,15,Setúbal,PSD,Fernando Manuel Alves Cardoso Ferreira,1983-04-26,1985-10-06
3,15,Setúbal,PSD,Joaquim Eduardo Gomes,1983-04-26,1985-10-06
3,15,Setúbal,CDS,Henrique Paulo das Neves Soudo,1983-04-26,1985-10-06
3,16,Viana do Castelo,PSD,José da Silva Domingos,1983-04-26,1985-10-06
3,16,Viana do Castelo,PSD,António Roleira Marinho,1983-04-26,1985-10-06
3,16,Viana do Castelo,PSD,Gaspar de Castro Pacheco,1983-04-26,1985-10-06
3,16,Viana do Castelo,PS,José Joaquim Pita Guerreiro,1983-04-26,1985-10-06
3,16,Viana do Castelo,PS,Manuel Filipe Pessoa Santos Loureiro,1983-04-26,1985-10-06
3,16,Viana do Castelo,CDS,João Gomes de Abreu de Lima,1983-04-26,1985-10-06
3,17,Vila Real,PSD,Amândio Anes de Azevedo,1983-04-26,1985-10-06
3,17,Vila Real,PSD,Daniel Abílio Ferreira Bastos,1983-04-26,1985-10-06
3,17,Vila Real,PSD,João Maria Ferreira Teixeira,1983-04-26,1985-10-06
3,17,Vila Real,PS,José Augusto Fillol Guimarães,1983-04-26,1985-10-06
3,17,Vila Real,PS,Carlos Augusto Coelho Pires,1983-04-26,1985-10-06
3,17,Vila Real,CDS,Tomáz Rebelo do Espírito Santo,1983-04-26,1985-10-06
3,18,Viseu,PSD,Fernando Monteiro do Amaral,1983-04-26,1985-10-06
3,18,Viseu,PSD,João Pedro de Barros,1983-04-26,1985-10-06
3,18,Viseu,PSD,Luís António Martins,1983-04-26,1985-10-06
3,18,Viseu,PSD,José de Almeida Cesário,1983-04-26,1985-10-06
3,18,Viseu,PS,Armando dos Santos Lopes,1983-04-26,1985-10-06
3,18,Viseu,PS,António da Costa,1983-04-26,1985-10-06
3,18,Viseu,PS,Rui Joaquim Cabral Cardoso das Neves,1983-04-26,1985-10-06
3,18,Viseu,PS,Francisco Augusto Sá Morais Rodrigues,1983-04-26,1985-10-06
3,18,Viseu,CDS,José António de Morais Sarmento Moniz,1983-04-26,1985-10-06
3,18,Viseu,CDS,Manuel António de Almeida de Azevedo e Vasconcelos,1983-04-26,1985-10-06
3,19,Açores,PSD,João Bosco Soares Mota Amaral,1983-04-26,1985-10-06
3,19,Açores,PSD,Raul Gomes dos Santos,1983-04-26,1985-10-06
3,19,Açores,PSD,António Maria de Ornelas Ourique Mendes,1983-04-26,1985-10-06
3,19,Açores,PS,Avelino Feliciano Martins Rodrigues,1983-04-26,1985-10-06
3,19,Açores,PS,Ricardo Manuel Rodrigues de Barros,1983-04-26,1985-10-06
3,20,Madeira,PSD,Jorge Nélio Praxedes Ferraz Mendonça,1983-04-26,1985-10-06
3,20,Madeira,PSD,Manuel Filipe Correia de Jesus,1983-04-26,1985-10-06
3,20,Madeira,PSD,Virgílio Higino Gonçalves Pereira,1983-04-26,1985-10-06
3,20,Madeira,PSD,Cecília Pita Catarino,1983-04-26,1985-10-06
3,20,Madeira,PS,Emanuel Vasconcelos Jardim Fernandes,1983-04-26,1985-10-06
3,21,Circulo da Europa,PS,António Antero Coimbra Martins,1983-04-26,1985-10-06
3,21,Circulo da Europa,PSD,José Luís Figueiredo Lopes,1983-04-26,1985-10-06
3,22,Círculo de fora da Europa,PSD,Maria Manuela Aguiar Dias Moreira,1983-04-26,1985-10-06
3,22,Círculo de fora da Europa,CDS,José Augusto Gama,1983-04-26,1985-10-06
3,1,Aveiro,PSD,José Ângelo Ferreira Correia,1985-10-07,1987-07-19
3,1,Aveiro,PSD,José Manuel Rodrigues Casqueiro,1985-10-07,1987-07-19
3,1,Aveiro,PSD,Arnaldo Ângelo de Brito Lhamas,1985-10-07,1987-07-19
3,1,Aveiro,PSD,Adérito Manuel Soares de Campos,1985-10-07,1987-07-19
3,1,Aveiro,PSD,Manuel Maria Portugal da Fonseca,1985-10-07,1987-07-19
3,1,Aveiro,PSD,Joaquim da Silva Martins,1985-10-07,1987-07-19
3,1,Aveiro,PS,Carlos Manuel Natividade da Costa Candal,1985-10-07,1987-07-19
3,1,Aveiro,PS,João Eduardo Coelho Ferraz de Abreu,1985-10-07,1987-07-19
3,1,Aveiro,PS,António Frederico Vieira de Moura,1985-10-07,1987-07-19
3,1,Aveiro,PS,José Barbosa Mota,1985-10-07,1987-07-19
3,1,Aveiro,CDS,António Vasco de Melo Silva César e Meneses,1985-10-07,1987-07-19
3,1,Aveiro,CDS,José Girão Pereira,1985-10-07,1987-07-19
3,1,Aveiro,PRD,Aníbal José da Costa Campos,1985-10-07,1987-07-19
3,1,Aveiro,PRD,Rui de Sá e Cunha,1985-10-07,1987-07-19
3,1,Aveiro,APU,Zita Maria de Seabra Roseiro,1985-10-07,1987-07-19
3,2,Beja,APU,Bernardina Lúcia Sebastião,1985-10-07,1987-07-19
3,2,Beja,APU,Francisco Miguel Duarte,1985-10-07,1987-07-19
3,2,Beja,APU,Belchior Alves Pereira,1985-10-07,1987-07-19
3,2,Beja,PS,Helena de Melo Torres Marques,1985-10-07,1987-07-19
3,2,Beja,PSD,Álvaro Roque de Pinho Bissaia Barreto,1985-10-07,1987-07-19
3,3,Braga,PSD,Eurico Silva Teixeira de Melo,1985-10-07,1987-07-19
3,3,Braga,PSD,António Joaquim Bastos Marques Mendes,1985-10-07,1987-07-19
3,3,Braga,PSD,Fernando Dias de Carvalho Conceição,1985-10-07,1987-07-19
3,3,Braga,PSD,Joaquim Carneiro de Barros Domingues,1985-10-07,1987-07-19
3,3,Braga,PSD,António Sérgio Barbosa de Azevedo,1985-10-07,1987-07-19
3,3,Braga,PSD,Virgílio de Oliveira Carneiro,1985-10-07,1987-07-19
3,3,Braga,PS,Raul da Assunção Pimenta Rego,1985-10-07,1987-07-19
3,3,Braga,PS,António Manuel de Carvalho Ferreira Vitorino,1985-10-07,1987-07-19
3,3,Braga,PS,António Magalhães da Silva,1985-10-07,1987-07-19
3,3,Braga,PS,Agostinho de Jesus Domingues,1985-10-07,1987-07-19
3,3,Braga,PRD,António José Fernandes,1985-10-07,1987-07-19
3,3,Braga,PRD,Sérgio Machado dos Santos,1985-10-07,1987-07-19
3,3,Braga,PRD,Eurico Lemos Pires,1985-10-07,1987-07-19
3,3,Braga,CDS,José Luís Nogueira de Brito,1985-10-07,1987-07-19
3,3,Braga,CDS,José Luís Vilaça,1985-10-07,1987-07-19
3,3,Braga,APU,António Joaquim de Azevedo Ferreira Lopes,1985-10-07,1987-07-19
3,4,Bragança,PSD,Casimiro António Pires,1985-10-07,1987-07-19
3,4,Bragança,PSD,Domingos Duarte Lima,1985-10-07,1987-07-19
3,4,Bragança,PS,Amadeu Augusto Pires,1985-10-07,1987-07-19
3,4,Bragança,CDS,Hernâni Torres Moutinho,1985-10-07,1987-07-19
3,5,Castelo Branco,PSD,Vítor Pereira Crespo,1985-10-07,1987-07-19
3,5,Castelo Branco,PSD,José Pereira Lopes,1985-10-07,1987-07-19
3,5,Castelo Branco,PSD,Francisco Antunes da Silva,1985-10-07,1987-07-19
3,5,Castelo Branco,PRD,Fernando Dias de Carvalho,1985-10-07,1987-07-19
3,5,Castelo Branco,PRD,António José Marques Mendes,1985-10-07,1987-07-19
3,5,Castelo Branco,PS,António Manuel de Oliveira Guterres,1985-10-07,1987-07-19
3,6,Coimbra,PSD,Joaquim Fernando Nogueira,1985-10-07,1987-07-19
3,6,Coimbra,PSD,Manuel Joaquim Dias Loureiro,1985-10-07,1987-07-19
3,6,Coimbra,PSD,Manuel Pereira,1985-10-07,1987-07-19
3,6,Coimbra,PSD,Manuel da Costa Andrade,1985-10-07,1987-07-19
3,6,Coimbra,PS,Manuel Alegre de Melo Duarte,1985-10-07,1987-07-19
3,6,Coimbra,PS,António Carlos Ribeiro de Campos,1985-10-07,1987-07-19
3,6,Coimbra,PS,Carlos Alberto Raposo Santana Maia,1985-10-07,1987-07-19
3,6,Coimbra,PRD,Arménio Ramos de Carvalho,1985-10-07,1987-07-19
3,6,Coimbra,PRD,Carlos Artur Trindade de Sá Furtado,1985-10-07,1987-07-19
3,6,Coimbra,APU,Jaime dos Santos Serra,1985-10-07,1987-07-19
3,6,Coimbra,CDS,Manuel Tomás Cortês Rodrigues Queiró,1985-10-07,1987-07-19
3,7,Évora,APU,António Joaquim Gervásio,1985-10-07,1987-07-19
3,7,Évora,APU,Custódio Jacinto Gingão,1985-10-07,1987-07-19
3,7,Évora,PSD,Luís António Damásio Capoulas,1985-10-07,1987-07-19
3,7,Évora,PRD,Joaquim Carmelo Lobo,1985-10-07,1987-07-19
3,7,Évora,PS,António Miguel de Morais Barreto,1985-10-07,1987-07-19
3,8,Faro,PSD,António de Orey Capucho,1985-10-07,1987-07-19
3,8,Faro,PSD,José Mendes Bota,1985-10-07,1987-07-19
3,8,Faro,PSD,Joaquim Manuel Cabrita Neto,1985-10-07,1987-07-19
3,8,Faro,PS,Luís Filipe Nascimento Madeira,1985-10-07,1987-07-19
3,8,Faro,PS,António José Sanches Esteves,1985-10-07,1987-07-19
3,8,Faro,PRD,António Magalhães Barros Feu,1985-10-07,1987-07-19
3,8,Faro,PRD,João Barros Madeira,1985-10-07,1987-07-19
3,8,Faro,APU,Carlos Alfredo de Brito,1985-10-07,1987-07-19
3,8,Faro,APU,Maria Margarida Carmo Tengarrinha Campos Costa,1985-10-07,1987-07-19
3,9,Guarda,PSD,Marília Dulce Coelho Pires Morgado Raimundo,1985-10-07,1987-07-19
3,9,Guarda,PSD,Arménio Jerónimo Martins Matias,1985-10-07,1987-07-19
3,9,Guarda,PS,José Veiga Simão,1985-10-07,1987-07-19
3,9,Guarda,PS,Abílio Aleixo Curto,1985-10-07,1987-07-19
3,9,Guarda,CDS,José Maria Andrade Pereira,1985-10-07,1987-07-19
3,10,Leiria,CDS,José Miguel Nunes Anacoreta Correia,1985-10-07,1987-07-19
3,10,Leiria,PRD,José Alberto Paiva Seabra Rosa,1985-10-07,1987-07-19
3,10,Leiria,PRD,António Lopes Marques,1985-10-07,1987-07-19
3,10,Leiria,PS,Carlos Montez Melancia,1985-10-07,1987-07-19
3,10,Leiria,PS,Rui do Nascimento Rabaça Vieira,1985-10-07,1987-07-19
3,10,Leiria,APU,Joaquim Gomes dos Santos,1985-10-07,1987-07-19
3,10,Leiria,PSD,Mário Ferreira Bastos Raposo,1985-10-07,1987-07-19
3,10,Leiria,PSD,José Augusto Santos da Silva Marques,1985-10-07,1987-07-19
3,10,Leiria,PSD,Licínio Moreira da Silva,1985-10-07,1987-07-19
3,10,Leiria,PSD,Reinaldo Alberto Ramos Gomes,1985-10-07,1987-07-19
3,10,Leiria,PSD,Belarmino Henriques Correia,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Aníbal António Cavaco Silva,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Francisco José Pereira Pinto Balsemão,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Rui Manuel Parente Chancerelle de Machete,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Fernando José Russo Roque Correia Afonso,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Rui Manuel de Sousa Almeida Mendes,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Pedro Miguel de Santana Lopes,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Afonso de Sousa Freire de Moura Guedes,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Arménio dos Santos,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Pedro Augusto Cunha Pinto,1985-10-07,1987-07-19
3,11,Lisboa,PSD,José Manuel Durão Barroso,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Rui Carlos de Alvarez Carp,1985-10-07,1987-07-19
3,11,Lisboa,PSD,José Luís Bonifácio Ramos,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Rui Manuel de Oliveira Costa,1985-10-07,1987-07-19
3,11,Lisboa,PSD,António do Nascimento Machado Lourenço,1985-10-07,1987-07-19
3,11,Lisboa,PSD,Carlos Miguel Maximiano de Almeida Coelho,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Carlos Jorge Mendes Corrêa Gago,1985-10-07,1987-07-19
3,11,Lisboa,PRD,José Manuel de Medeiros Ferreira,1985-10-07,1987-07-19
3,11,Lisboa,PRD,José Carlos Torres Matos de Vasconcelos,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Vasco da Gama Lopes Fernandes,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Joaquim Jorge de Magalhães Saraiva da Mota,1985-10-07,1987-07-19
3,11,Lisboa,PRD,José Carlos Pereira Lilaia,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Ivo Jorge de Almeida dos Santos Pinho,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Vasco Pinto da Silva Marques,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Jorge Pegado Liz,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Manuel dos Santos Messias Silvestre,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Maria Cristina Gomes da Silva Cardoso de Albuquerque,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Alexandre Manuel da Fonseca Leite,1985-10-07,1987-07-19
3,11,Lisboa,PRD,Carlos Alberto da Silva Narciso Martins,1985-10-07,1987-07-19
3,11,Lisboa,APU,Álvaro Barreirinhas Cunhal,1985-10-07,1987-07-19
3,11,Lisboa,APU,José Manuel Marques do Carmo Mendes Tengarrinha,1985-10-07,1987-07-19
3,11,Lisboa,APU,Octávio Floriano Rodrigues Pato,1985-10-07,1987-07-19
3,11,Lisboa,APU,António Anselmo Aníbal,1985-10-07,1987-07-19
3,11,Lisboa,APU,Jerónimo Carvalho de Sousa,1985-10-07,1987-07-19
3,11,Lisboa,APU,Maria Alda Barbosa Nogueira,1985-10-07,1987-07-19
3,11,Lisboa,APU,Carlos Alberto do Vale Gomes Carvalhas,1985-10-07,1987-07-19
3,11,Lisboa,APU,João António Gonçalves do Amaral,1985-10-07,1987-07-19
3,11,Lisboa,APU,João Cerveira Corregedor da Fonseca,1985-10-07,1987-07-19
3,11,Lisboa,APU,Maria Amélia do Carmo Mota Santos,1985-10-07,1987-07-19
3,11,Lisboa,APU,Rogério Paulo Sardinha de Sousa Moreira,1985-10-07,1987-07-19
3,11,Lisboa,APU,Jorge Manuel Abreu de Lemos,1985-10-07,1987-07-19
3,11,Lisboa,PS,Mário Alberto Nobre Lopes Soares,1985-10-07,1987-07-19
3,11,Lisboa,PS,Manuel Alfredo Tito de Morais,1985-10-07,1987-07-19
3,11,Lisboa,PS,Jaime José Matos da Gama,1985-10-07,1987-07-19
3,11,Lisboa,PS,Rui Fernando Pereira Mateus,1985-10-07,1987-07-19
3,11,Lisboa,PS,Joaquim Jorge de Pinho Campinos,1985-10-07,1987-07-19
3,11,Lisboa,PS,Teófilo Carvalho dos Santos,1985-10-07,1987-07-19
3,11,Lisboa,PS,Alfredo José Somera Simões Barroso,1985-10-07,1987-07-19
3,11,Lisboa,PS,Mário Augusto Sottomayor Leal Cardia,1985-10-07,1987-07-19
3,11,Lisboa,PS,Walter Ruivo Pinto Gomes Rosa,1985-10-07,1987-07-19
3,11,Lisboa,PS,José Manuel Torres Couto,1985-10-07,1987-07-19
3,11,Lisboa,PS,António Poppe Lopes Cardoso,1985-10-07,1987-07-19
3,11,Lisboa,PS,António Gonçalves Janeiro,1985-10-07,1987-07-19
3,11,Lisboa,CDS,Francisco António Lucas Pires,1985-10-07,1987-07-19
3,11,Lisboa,CDS,Nuno Krus Abecasis,1985-10-07,1987-07-19
3,11,Lisboa,CDS,Narana Sinai Coissoró,1985-10-07,1987-07-19
3,11,Lisboa,CDS,Luís Filipe Paes Beiroco,1985-10-07,1987-07-19
3,12,Portalegre,APU,Joaquim António Miranda da Silva,1985-10-07,1987-07-19
3,12,Portalegre,PS,Júlio Francisco Miranda Calha,1985-10-07,1987-07-19
3,12,Portalegre,PSD,João Luís Malato Correia,1985-10-07,1987-07-19
3,13,Porto,CDS,Adriano José Alves Moreira,1985-10-07,1987-07-19
3,13,Porto,CDS,José Vieira de Carvalho,1985-10-07,1987-07-19
3,13,Porto,CDS,Joaquim Rocha dos Santos,1985-10-07,1987-07-19
3,13,Porto,CDS,Manuel Eugénio Pimentel Cavaleiro Brandão,1985-10-07,1987-07-19
3,13,Porto,PS,António Cândido Miranda de Macedo,1985-10-07,1987-07-19
3,13,Porto,PS,Mário Manuel Cal Brandão,1985-10-07,1987-07-19
3,13,Porto,PS,António de Almeida Santos,1985-10-07,1987-07-19
3,13,Porto,PS,José Luís do Amaral Nunes,1985-10-07,1987-07-19
3,13,Porto,PS,Carlos Cardoso Lage,1985-10-07,1987-07-19
3,13,Porto,PS,João Rosado Correia,1985-10-07,1987-07-19
3,13,Porto,PS,Fernando Manuel dos Santos Gomes,1985-10-07,1987-07-19
3,13,Porto,PS,José Narciso Rodrigues de Miranda,1985-10-07,1987-07-19
3,13,Porto,PS,Gonçalo Pereira Ribeiro Teles,1985-10-07,1987-07-19
3,13,Porto,PS,Carlos Manuel Gonçalves Pereira Pinto,1985-10-07,1987-07-19
3,13,Porto,APU,Carlos Campos Rodrigues Costa,1985-10-07,1987-07-19
3,13,Porto,APU,Ângelo Matos Mendes Veloso,1985-10-07,1987-07-19
3,13,Porto,APU,António da Silva Mota,1985-10-07,1987-07-19
3,13,Porto,APU,Raul Fernandes de Morais e Castro,1985-10-07,1987-07-19
3,13,Porto,APU,Maria Ilda da Costa Figueiredo,1985-10-07,1987-07-19
3,13,Porto,PSD,Mário Júlio Montalvão Machado,1985-10-07,1987-07-19
3,13,Porto,PSD,Luís Francisco Valente de Oliveira,1985-10-07,1987-07-19
3,13,Porto,PSD,José Augusto Baptista Lopes Seabra,1985-10-07,1987-07-19
3,13,Porto,PSD,Amélia Cavaleiro Monteiro de Andrade de Azevedo,1985-10-07,1987-07-19
3,13,Porto,PSD,Alípio Barrosa Pereira Dias,1985-10-07,1987-07-19
3,13,Porto,PSD,Leonor Couceiro Pizarro Beleza de Mendonça Tavares,1985-10-07,1987-07-19
3,13,Porto,PSD,Rui Alberto Barradas do Amaral,1985-10-07,1987-07-19
3,13,Porto,PSD,Manuel Maria Moreira,1985-10-07,1987-07-19
3,13,Porto,PSD,José Albino da Silva Peneda,1985-10-07,1987-07-19
3,13,Porto,PSD,António Manuel Lopes Tavares,1985-10-07,1987-07-19
3,13,Porto,PSD,Guido Orlando de Freitas Rodrigues,1985-10-07,1987-07-19
3,13,Porto,PSD,António Augusto Lacerda de Queiroz,1985-10-07,1987-07-19
3,13,Porto,PRD,Maria da Glória Moreira da Costa Padrão e Costa Carvalho,1985-10-07,1987-07-19
3,13,Porto,PRD,José da Silva Lopes,1985-10-07,1987-07-19
3,13,Porto,PRD,Bártolo de Paiva Campos,1985-10-07,1987-07-19
3,13,Porto,PRD,José Maria Vieira Dias de Carvalho,1985-10-07,1987-07-19
3,13,Porto,PRD,Francisco Barbosa da Costa,1985-10-07,1987-07-19
3,13,Porto,PRD,José Rodrigo Carneiro da Costa Carvalho,1985-10-07,1987-07-19
3,13,Porto,PRD,Jaime Manuel Coutinho Gomes da Silva Ramos,1985-10-07,1987-07-19
3,13,Porto,PRD,António Eduardo Andrade de Sousa Pereira,1985-10-07,1987-07-19
3,14,Santarém,PSD,António José Baptista Cardoso e Cunha,1985-10-07,1987-07-19
3,14,Santarém,PSD,Fernando dos Reis Condesso,1985-10-07,1987-07-19
3,14,Santarém,PSD,Abílio Gaspar Rodrigues,1985-10-07,1987-07-19
3,14,Santarém,PSD,Mário de Oliveira Mendes dos Santos,1985-10-07,1987-07-19
3,14,Santarém,PRD,Hermínio Paiva Fernandes Martinho,1985-10-07,1987-07-19
3,14,Santarém,PRD,Francisco Armando Fernandes,1985-10-07,1987-07-19
3,14,Santarém,PRD,Paulo Manuel Quintão Guedes de Campos,1985-10-07,1987-07-19
3,14,Santarém,PS,Pedro Amadeu de Albuquerque Santos Coelho,1985-10-07,1987-07-19
3,14,Santarém,PS,Jorge Lacão Costa,1985-10-07,1987-07-19
3,14,Santarém,APU,António Dias Lourenço Silva,1985-10-07,1987-07-19
3,14,Santarém,APU,Álvaro Favas Brasileiro,1985-10-07,1987-07-19
3,14,Santarém,CDS,Henrique Manuel Soares Cruz,1985-10-07,1987-07-19
3,15,Setúbal,APU,Domingos Abrantes Ferreira,1985-10-07,1987-07-19
3,15,Setúbal,APU,José Rodrigues Vitoriano,1985-10-07,1987-07-19
3,15,Setúbal,APU,José Manuel Maia Nunes de Almeida,1985-10-07,1987-07-19
3,15,Setúbal,APU,Maria Odete dos Santos,1985-10-07,1987-07-19
3,15,Setúbal,APU,Manuel Rogério de Sousa Brito,1985-10-07,1987-07-19
3,15,Setúbal,APU,Carlos Manafaia,1985-10-07,1987-07-19
3,15,Setúbal,APU,Jorge Manuel Lampreia Patrício,1985-10-07,1987-07-19
3,15,Setúbal,PRD,António Alves Marques Júnior,1985-10-07,1987-07-19
3,15,Setúbal,PRD,Ana da Graça Carreira Gonçalves Crujeira Antunes,1985-10-07,1987-07-19
3,15,Setúbal,PRD,José Caeiro Passinhas,1985-10-07,1987-07-19
3,15,Setúbal,PRD,Carlos Joaquim de Carvalho Ganopa,1985-10-07,1987-07-19
3,15,Setúbal,PS,Eduardo Ribeiro Pereira,1985-10-07,1987-07-19
3,15,Setúbal,PS,António Manuel Maldonado Gonelha,1985-10-07,1987-07-19
3,15,Setúbal,PS,Manuel da Mata de Cáceres,1985-10-07,1987-07-19
3,15,Setúbal,PSD,Carlos Alberto Martins Pimenta,1985-10-07,1987-07-19
3,15,Setúbal,PSD,Joaquim Eduardo Gomes,1985-10-07,1987-07-19
3,15,Setúbal,PSD,Fernando Manuel Alves Cardoso Ferreira,1985-10-07,1987-07-19
3,16,Viana do Castelo,PSD,João de Deus Rogado Salvador Pinheiro,1985-10-07,1987-07-19
3,16,Viana do Castelo,PSD,Henrique Rodrigues da Mata,1985-10-07,1987-07-19
3,16,Viana do Castelo,PSD,José da Silva Domingos,1985-10-07,1987-07-19
3,16,Viana do Castelo,PRD,Agostinho Correia de Sousa,1985-10-07,1987-07-19
3,16,Viana do Castelo,PS,Alberto Marques de Oliveira e Silva,1985-10-07,1987-07-19
3,16,Viana do Castelo,CDS,João Gomes de Abreu de Lima,1985-10-07,1987-07-19
3,17,Vila Real,PSD,Amândio Anes de Azevedo,1985-10-07,1987-07-19
3,17,Vila Real,PSD,Daniel Abílio Ferreira Bastos,1985-10-07,1987-07-19
3,17,Vila Real,PSD,João Maria Ferreira Teixeira,1985-10-07,1987-07-19
3,17,Vila Real,PS,António Antero Coimbra Martins,1985-10-07,1987-07-19
3,17,Vila Real,PS,Aloísio Fernando Macedo Fonseca,1985-10-07,1987-07-19
3,17,Vila Real,CDS,Francisco António Oliveira Teixeira,1985-10-07,1987-07-19
3,18,Viseu,PSD,Fernando Monteiro do Amaral,1985-10-07,1987-07-19
3,18,Viseu,PSD,António Jorge de Figueiredo Lopes,1985-10-07,1987-07-19
3,18,Viseu,PSD,Luís António Martins,1985-10-07,1987-07-19
3,18,Viseu,PSD,Álvaro Barros Marques de Figueiredo,1985-10-07,1987-07-19
3,18,Viseu,PSD,José de Almeida Cesário,1985-10-07,1987-07-19
3,18,Viseu,PS,Armando dos Santos Lopes,1985-10-07,1987-07-19
3,18,Viseu,PS,Raul Manuel Gouveia Bordalo Junqueiro,1985-10-07,1987-07-19
3,18,Viseu,CDS,António José Tomás Gomes de Pinho,1985-10-07,1987-07-19
3,18,Viseu,CDS,João da Silva Mendes Morgado,1985-10-07,1987-07-19
3,18,Viseu,PRD,João Teixeira Leão de Meireles,1985-10-07,1987-07-19
3,19,Açores,PSD,João Bosco Soares Mota Amaral,1985-10-07,1987-07-19
3,19,Açores,PSD,José Mendes Melo Alves,1985-10-07,1987-07-19
3,19,Açores,PSD,José Vargas Bulcão,1985-10-07,1987-07-19
3,19,Açores,PS,António Carrilho Simas Santos,1985-10-07,1987-07-19
3,19,Açores,PRD,Roberto de Sousa Rocha Amaral,1985-10-07,1987-07-19
3,20,Madeira,PSD,Manuel Filipe Correia de Jesus,1985-10-07,1987-07-19
3,20,Madeira,PSD,Virgílio Higino Gonçalves Pereira,1985-10-07,1987-07-19
3,20,Madeira,PSD,Cecília Pita Catarino,1985-10-07,1987-07-19
3,20,Madeira,PSD,Francisco Jardim Ramos,1985-10-07,1987-07-19
3,20,Madeira,PS,José Carlos Pinto Bastos da Mota Torres,1985-10-07,1987-07-19
3,21,Círculo da Europa,PSD,Maria Manuela Aguiar Dias Moreira,1985-10-07,1987-07-19
3,21,Círculo da Europa,PS,Rodolfo Alexandrino Suzano Crespo,1985-10-07,1987-07-19
3,22,Círculo de fora da Europa,PSD,Luís Costa Geraldes,1985-10-07,1987-07-19
3,22,Círculo de fora da Europa,CDS,José Augusto Gama,1985-10-07,1987-07-19
5,1,Aveiro,PSD,José Ângelo Ferreira Correia,1987-07-20,1991-10-06
5,1,Aveiro,PSD,José de Oliveira e Costa,1987-07-20,1991-10-06
5,1,Aveiro,PSD,Gilberto Parca Madail,1987-07-20,1991-10-06
5,1,Aveiro,PSD,Arnaldo Ângelo Brito Lhamas,1987-07-20,1991-10-06
5,1,Aveiro,PSD,Adérito Manuel Soares de Campos,1987-07-20,1991-10-06
5,1,Aveiro,PSD,Manuel Joaquim Batista Cardoso,1987-07-20,1991-10-06
5,1,Aveiro,PSD,Valdemar Cardoso Alves,1987-07-20,1991-10-06
5,1,Aveiro,PSD,Manuel Albino Casimiro de Almeida,1987-07-20,1991-10-06
5,1,Aveiro,PSD,Flausino José Pereira da Silva,1987-07-20,1991-10-06
5,1,Aveiro,PSD,Jaime Gomes Milhomens,1987-07-20,1991-10-06
5,1,Aveiro,PSD,José Augusto Ferreira de Campos,1987-07-20,1991-10-06
5,1,Aveiro,PS,Carlos Manuel Natividade da Costa Candal,1987-07-20,1991-10-06
5,1,Aveiro,PS,João Eduardo Coelho Ferraz de Abreu,1987-07-20,1991-10-06
5,1,Aveiro,PS,Joaquim Renato Ferreira Araújo,1987-07-20,1991-10-06
5,1,Aveiro,PS,José Barbosa Mota,1987-07-20,1991-10-06
5,2,Beja,CDU,Bernardina Lúcia Sebastião,1987-07-20,1991-10-06
5,2,Beja,CDU,Cláudio José dos Santos Percheiro,1987-07-20,1991-10-06
5,2,Beja,CDU,Manuel Anastácio Filipe,1987-07-20,1991-10-06
5,2,Beja,PSD,Álvaro Roque de Pinho Bissaia Barreto,1987-07-20,1991-10-06
5,2,Beja,PS,Helena de Melo Torres Marques,1987-07-20,1991-10-06
5,3,Braga,PSD,Eurico Silva Teixeira de Melo,1987-07-20,1991-10-06
5,3,Braga,PSD,António Joaquim Bastos Marques Mendes,1987-07-20,1991-10-06
5,3,Braga,PSD,Luís Manuel Gonçalves Marques Mendes,1987-07-20,1991-10-06
5,3,Braga,PSD,Fernando Dias de Carvalho Conceição,1987-07-20,1991-10-06
5,3,Braga,PSD,Miguel Bento Martins da Costa de Macedo e Silva,1987-07-20,1991-10-06
5,3,Braga,PSD,António Sérgio Barbosa de Azevedo,1987-07-20,1991-10-06
5,3,Braga,PSD,Vergílio de Oliveira Carneiro,1987-07-20,1991-10-06
5,3,Braga,PSD,Amândio Santa Cruz Domingues Bastos Oliveira,1987-07-20,1991-10-06
5,3,Braga,PSD,Alberto Cerqueira de Oliveira,1987-07-20,1991-10-06
5,3,Braga,PSD,António Fernandes Ribeiro,1987-07-20,1991-10-06
5,3,Braga,PS,Elisa Maria Ramos Damião Vieira,1987-07-20,1991-10-06
