leg,constituency_code,constituency,party,name,date_start,date_end
1,7,Évora,APU,Josefina Maria Andrade,1979-12-03,1980-10-05
1,7,Évora,AD,Francisco José de Sousa Tavares,1979-12-03,1980-10-05
1,7,Évora,PS,Manuel Francisco da Costa,1979-12-03,1980-10-05
1,8,Faro,AD,José Adriano Gago Vitorino,1979-12-03,1980-10-05
1,8,Faro,AD,Cristóvão Guerreiro Norte,1979-12-03,1980-10-05
1,8,Faro,AD,Joaquim Manuel Cabrita Neto,1979-12-03,1980-10-05
1,8,Faro,AD,Artur Fernandes,1979-12-03,1980-10-05
1,8,Faro,PS,Luís Filipe Nascimento Madeira,1979-12-03,1980-10-05
1,8,Faro,PS,António José Sanches Esteves,1979-12-03,1980-10-05
1,8,Faro,PS,Luís Silvério Gonçalves Saias,1979-12-03,1980-10-05
1,8,Faro,APU,José Rodrigues Vitoriano,1979-12-03,1980-10-05
1,8,Faro,APU,Luís Manuel Alves de Campos Catarino,1979-12-03,1980-10-05
1,9,Guarda,AD,Luís Eduardo da Silva Barbosa,1979-12-03,1980-10-05
1,9,Guarda,AD,Marília Dulce Coelho Pires Morgado Raimundo,1979-12-03,1980-10-05
1,9,Guarda,AD,Carlos Alberto Faria de Almeida,1979-12-03,1980-10-05
1,9,Guarda,AD,José da Assunção Marques,1979-12-03,1980-10-05
1,9,Guarda,PS,António de Almeida Santos,1979-12-03,1980-10-05
1,10,Leiria,AD,Vítor Pereira Crespo,1979-12-03,1980-10-05
1,10,Leiria,AD,Francisco Manuel Lopes Vieira Oliveira Dias,1979-12-03,1980-10-05
1,10,Leiria,AD,Fernando José da Costa,1979-12-03,1980-10-05
1,10,Leiria,AD,António José Baptista Cardoso e Cunha,1979-12-03,1980-10-05
1,10,Leiria,AD,Luís Filipe Ottolini Bebiano Coimbra,1979-12-03,1980-10-05
1,10,Leiria,AD,Reinaldo Alberto Ramos Gomes,1979-12-03,1980-10-05
1,10,Leiria,AD,Rui Manuel Lemos Garcia da Fonseca,1979-12-03,1980-10-05
1,10,Leiria,PS,António Manuel Maldonado Gonelha,1979-12-03,1980-10-05
1,10,Leiria,PS,Rui Fernando Pereira Mateus,1979-12-03,1980-10-05
1,10,Leiria,PS,Guilherme Gomes dos Santos,1979-12-03,1980-10-05
1,10,Leiria,APU,Joaquim Gomes dos Santos,1979-12-03,1980-10-05
1,11,Lisboa,AD,Francisco Manuel Lumbrales de Sá Carneiro,1979-12-03,1980-10-05
1,11,Lisboa,AD,Diogo Pinto Freitas do Amaral,1979-12-03,1980-10-05
1,11,Lisboa,AD,Gonçalo Pereira Ribeiro Teles,1979-12-03,1980-10-05
1,11,Lisboa,AD,José Manuel de Medeiros Ferreira,1979-12-03,1980-10-05
1,11,Lisboa,AD,Pedro António José Bracaurt Pestana de Vasconcelos,1979-12-03,1980-10-05
1,11,Lisboa,AD,Nuno Aires Rodrigues dos Santos,1979-12-03,1980-10-05
1,11,Lisboa,AD,Nuno Krus Abecasis,1979-12-03,1980-10-05
1,11,Lisboa,AD,Arménio dos Santos,1979-12-03,1980-10-05
1,11,Lisboa,AD,José Vicente de Jesus Carvalho Cardoso,1979-12-03,1980-10-05
1,11,Lisboa,AD,José Manuel Meneres Sampaio Pimentel,1979-12-03,1980-10-05
1,11,Lisboa,AD,Narana Sinai Coissoró,1979-12-03,1980-10-05
1,11,Lisboa,AD,António Alberto Correia Cabecinha,1979-12-03,1980-10-05
1,11,Lisboa,AD,António Martins Canaverde,1979-12-03,1980-10-05
1,11,Lisboa,AD,Afonso de Sousa Freire de Moura Guedes,1979-12-03,1980-10-05
1,11,Lisboa,AD,Emílio Leitão Paulo,1979-12-03,1980-10-05
1,11,Lisboa,AD,Fernando Manuel Alves Cardoso Ferreira,1979-12-03,1980-10-05
1,11,Lisboa,AD,José Eduardo Fernandes de Sanches Osório,1979-12-03,1980-10-05
1,11,Lisboa,AD,Maria Adelaide Santos de Almeida Paiva,1979-12-03,1980-10-05
1,11,Lisboa,AD,Natália de Oliveira Correia,1979-12-03,1980-10-05
1,11,Lisboa,AD,Francisco Gonçalves Cavaleiro de Ferreira,1979-12-03,1980-10-05
1,11,Lisboa,AD,António Pinto Basto Patrício Gouveia,1979-12-03,1980-10-05
1,11,Lisboa,AD,Luís Filipe Pais Beiroco,1979-12-03,1980-10-05
1,11,Lisboa,AD,Henrique Alberto Freitas do Nascimento Rodrigues,1979-12-03,1980-10-05
1,11,Lisboa,AD,Vítor Afonso Pinto da Cruz,1979-12-03,1980-10-05
1,11,Lisboa,APU,Álvaro Barreirinhas Cunhal,1979-12-03,1980-10-05
1,11,Lisboa,APU,Octávio Floriano Rodrigues Pato,1979-12-03,1980-10-05
1,11,Lisboa,APU,Carlos Alfredo de Brito,1979-12-03,1980-10-05
1,11,Lisboa,APU,José Manuel Marques do Carmo Mendes Tengarrinha,1979-12-03,1980-10-05
1,11,Lisboa,APU,Carlos Hahnemann Saavedra de Aboim Inglês,1979-12-03,1980-10-05
1,11,Lisboa,APU,Álvaro Augusto Veiga de Oliveira,1979-12-03,1980-10-05
1,11,Lisboa,APU,Jerónimo Carvalho de Sousa,1979-12-03,1980-10-05
1,11,Lisboa,APU,Maria Alda Barbosa Nogueira,1979-12-03,1980-10-05
1,11,Lisboa,APU,Carlos Alberto do Vale Gomes Carvalhas,1979-12-03,1980-10-05
1,11,Lisboa,APU,Zita Maria de Seabra Roseiro,1979-12-03,1980-10-05
1,11,Lisboa,APU,António Marques Pedrosa,1979-12-03,1980-10-05
1,11,Lisboa,APU,Hélder Simão Pinheiro,1979-12-03,1980-10-05
1,11,Lisboa,APU,Rosa Maria Reis Alves Brandão Represas,1979-12-03,1980-10-05
1,11,Lisboa,APU,Jorge Manuel Abreu de Lemos,1979-12-03,1980-10-05
1,11,Lisboa,APU,João António Gonçalves do Amaral,1979-12-03,1980-10-05
1,11,Lisboa,APU,José António Veríssimo Silva,1979-12-03,1980-10-05
1,11,Lisboa,PS,Mário Alberto Nobre Lopes Soares,1979-12-03,1980-10-05
1,11,Lisboa,PS,Teófilo Carvalho dos Santos,1979-12-03,1980-10-05
1,11,Lisboa,PS,Vítor Manuel Ribeiro Constâncio,1979-12-03,1980-10-05
1,11,Lisboa,PS,Jorge Fernando Branco Sampaio,1979-12-03,1980-10-05
1,11,Lisboa,PS,Alberto Arons Braga de Carvalho,1979-12-03,1980-10-05
1,11,Lisboa,PS,João Joaquim Gomes,1979-12-03,1980-10-05
1,11,Lisboa,PS,Francisco Manuel Marcelo Monteiro Curto,1979-12-03,1980-10-05
1,11,Lisboa,PS,Joaquim José Catanho de Meneses,1979-12-03,1980-10-05
1,11,Lisboa,PS,Maria Teresa Vieira Bastos Ramos Ambrósio,1979-12-03,1980-10-05
1,11,Lisboa,PS,Rodolfo Alexandrino Susano Crespo,1979-12-03,1980-10-05
1,11,Lisboa,PS,Aquilino Ribeiro Machado,1979-12-03,1980-10-05
1,11,Lisboa,PS,Edmundo Pedro,1979-12-03,1980-10-05
1,11,Lisboa,PS,José Maximiano de Albuquerque Almeida Leitão,1979-12-03,1980-10-05
1,11,Lisboa,PS,Gualter Viriato Nunes Basílio,1979-12-03,1980-10-05
1,11,Lisboa,PS,Francisco Igrejas Caeiro,1979-12-03,1980-10-05
1,11,Lisboa,UDP,Mário António Baptista Tomé,1979-12-03,1980-10-05
1,12,Portalegre,AD,José Manuel Rodrigues Casqueiro,1979-12-03,1980-10-05
1,12,Portalegre,AD,João Luís Malato Correia,1979-12-03,1980-10-05
1,12,Portalegre,PS,Júlio Francisco Miranda Calha,1979-12-03,1980-10-05
1,12,Portalegre,APU,Joaquim António Miranda da Silva,1979-12-03,1980-10-05
1,13,Porto,AD,Francisco José Pereira Pinto de Balsemão,1979-12-03,1980-10-05
1,13,Porto,AD,Adelino Manuel Lopes Amaro da Costa,1979-12-03,1980-10-05
1,13,Porto,AD,Mário Júlio Montalvão Machado,1979-12-03,1980-10-05
1,13,Porto,AD,Amélia Cavaleiro Monteiro de Andrade de Azevedo,1979-12-03,1980-10-05
1,13,Porto,AD,Luís Aníbal de Sá Azevedo Coutinho,1979-12-03,1980-10-05
1,13,Porto,AD,José Bento Gonçalves,1979-12-03,1980-10-05
1,13,Porto,AD,António Augusto Lacerda de Queirós,1979-12-03,1980-10-05
1,13,Porto,AD,Eugénio Maria Nunes Anacoreta Correia,1979-12-03,1980-10-05
1,13,Porto,AD,António José Ribeiro Carneiro,1979-12-03,1980-10-05
1,13,Porto,AD,Adriano Vasco da Fonseca Rodrigues,1979-12-03,1980-10-05
1,13,Porto,AD,António José dos Santos Moreira da Silva,1979-12-03,1980-10-05
1,13,Porto,AD,Manuel António Lopes Ribeiro,1979-12-03,1980-10-05
1,13,Porto,AD,Adalberto Neiva de Oliveira,1979-12-03,1980-10-05
1,13,Porto,AD,Manuel António Araújo dos Santos,1979-12-03,1980-10-05
1,13,Porto,AD,Pelágio Eurico de Assunção Matos Lopes de Madureira,1979-12-03,1980-10-05
1,13,Porto,AD,Américo Maria Coelho Gomes de Sá,1979-12-03,1980-10-05
1,13,Porto,AD,Américo Abreu Dias,1979-12-03,1980-10-05
1,13,Porto,AD,Rui Alberto Barradas do Amaral,1979-12-03,1980-10-05
1,13,Porto,PS,António Cândido Miranda de Macedo,1979-12-03,1980-10-05
1,13,Porto,PS,Maria de Jesus Simões Barroso Soares,1979-12-03,1980-10-05
1,13,Porto,PS,Emílio Rui da Veiga Peixoto Vilar,1979-12-03,1980-10-05
1,13,Porto,PS,José Luís do Amaral Nunes,1979-12-03,1980-10-05
1,13,Porto,PS,Carlos Cardoso Laje,1979-12-03,1980-10-05
1,13,Porto,PS,José Gomes Fernandes,1979-12-03,1980-10-05
1,13,Porto,PS,Manuel António dos Santos,1979-12-03,1980-10-05
1,13,Porto,PS,António Fernandes da Fonseca,1979-12-03,1980-10-05
1,13,Porto,PS,Maria Emília de Melo Moreira da Silva,1979-12-03,1980-10-05
1,13,Porto,PS,Joaquim Sousa Gomes Carneiro,1979-12-03,1980-10-05
1,13,Porto,PS,Armando Filipe Cerejeira Pereira Bacelar,1979-12-03,1980-10-05
1,13,Porto,PS,Beatriz Magalhães de Almeida,1979-12-03,1980-10-05
1,13,Porto,PS,Bento Elísio de Azevedo,1979-12-03,1980-10-05
1,13,Porto,PS,Adelino Teixeira de Carvalho,1979-12-03,1980-10-05
1,13,Porto,APU,Carlos Campos Rodrigues da Costa,1979-12-03,1980-10-05
1,13,Porto,APU,Ângelo Matos Mendes Veloso,1979-12-03,1980-10-05
1,13,Porto,APU,António da Silva Mota,1979-12-03,1980-10-05
1,13,Porto,APU,Raul Fernandes de Morais e Castro,1979-12-03,1980-10-05
1,13,Porto,APU,Lino Carvalho de Lima,1979-12-03,1980-10-05
1,13,Porto,APU,Maria Ilda da Costa Figueiredo,1979-12-03,1980-10-05
1,14,Santarém,AD,Leonardo Eugénio Ramos Ribeiro de Almeida,1979-12-03,1980-10-05
1,14,Santarém,AD,Augusto Martins Ferreira do Amaral,1979-12-03,1980-10-05
1,14,Santarém,AD,Nuno Maria Monteiro Godinho de Matos,1979-12-03,1980-10-05
1,14,Santarém,AD,Manuel Baeta Neves,1979-12-03,1980-10-05
1,14,Santarém,AD,José Manuel Cochopel da Silva,1979-12-03,1980-10-05
1,14,Santarém,AD,Henrique Manuel Soares Cruz,1979-12-03,1980-10-05
1,14,Santarém,PS,António Fernando Marques Ribeiro Reis,1979-12-03,1980-10-05
1,14,Santarém,PS,Manuel Branco Ferreira Lima,1979-12-03,1980-10-05
1,14,Santarém,PS,José Manuel Niza Antunes Mendes,1979-12-03,1980-10-05
1,14,Santarém,APU,António Dias Lourenço da Silva,1979-12-03,1980-10-05
1,14,Santarém,APU,Vítor Henrique Louro de Sá,1979-12-03,1980-10-05
1,14,Santarém,APU,Álvaro Favas Brasileiro,1979-12-03,1980-10-05
1,15,Setúbal,APU,Jaime dos Santos Serra,1979-12-03,1980-10-05
1,15,Setúbal,APU,Domingos Abrantes Ferreira,1979-12-03,1980-10-05
1,15,Setúbal,APU,José Manuel Maia Nunes de Almeida,1979-12-03,1980-10-05
1,15,Setúbal,APU,Ercília Carreira Pimenta Talhadas,1979-12-03,1980-10-05
1,15,Setúbal,APU,Fernando de Almeida Sousa Marques,1979-12-03,1980-10-05
1,15,Setúbal,APU,José Manuel Aranha Figueiredo,1979-12-03,1980-10-05
1,15,Setúbal,APU,Carlos Alberto do Carmo da Costa Espadinha,1979-12-03,1980-10-05
1,15,Setúbal,APU,Fernando Freitas Rodrigues,1979-12-03,1980-10-05
1,15,Setúbal,APU,Marino Baptista de Vasconcelos Barbosa Vicente,1979-12-03,1980-10-05
1,15,Setúbal,AD,Maria Helena do Rego da Costa Salema Roseta,1979-12-03,1980-10-05
1,15,Setúbal,AD,Miguel Camolas Pacheco,1979-12-03,1980-10-05
1,15,Setúbal,AD,Emídio Ferrão da Costa Pinheiro,1979-12-03,1980-10-05
1,15,Setúbal,AD,José Henrique Cardoso,1979-12-03,1980-10-05
1,15,Setúbal,PS,Herculano Rodrigues Pires,1979-12-03,1980-10-05
1,15,Setúbal,PS,Eduardo Ribeiro Pereira,1979-12-03,1980-10-05
1,15,Setúbal,PS,Alberto Marques Antunes,1979-12-03,1980-10-05
1,15,Setúbal,PS,João Cardona Gomes Cravinho,1979-12-03,1980-10-05
1,16,Viana do Castelo,AD,Júlio de Lemos de Castro Caldas,1979-12-03,1980-10-05
1,16,Viana do Castelo,AD,João Gomes de Abreu de Lima,1979-12-03,1980-10-05
1,16,Viana do Castelo,AD,José da Silva Domingos,1979-12-03,1980-10-05
1,16,Viana do Castelo,AD,Henrique José Barrilaro Fernandes Ruas,1979-12-03,1980-10-05
1,16,Viana do Castelo,PS,Manuel Alfredo Tito de Morais,1979-12-03,1980-10-05
1,16,Viana do Castelo,PS,Vítor Manuel Gomes Vasques,1979-12-03,1980-10-05
1,17,Vila Real,AD,Amândio Anes de Azevedo,1979-12-03,1980-10-05
1,17,Vila Real,AD,Daniel Abílio Ferreira Bastos,1979-12-03,1980-10-05
1,17,Vila Real,AD,Alexandre Correia de Carvalho Reigoto,1979-12-03,1980-10-05
1,17,Vila Real,AD,Manuel Henriques Pires Fontoura,1979-12-03,1980-10-05
1,17,Vila Real,PS,Júlio Augusto Morais de Montalvão Machado,1979-12-03,1980-10-05
1,17,Vila Real,PS,António Chaves Medeiros,1979-12-03,1980-10-05
1,18,Viseu,AD,Fernando Monteiro do Amaral,1979-12-03,1980-10-05
1,18,Viseu,AD,Rui Garcia de Oliveira,1979-12-03,1980-10-05
1,18,Viseu,AD,António José Borges Gonçalves de Carvalho,1979-12-03,1980-10-05
1,18,Viseu,AD,Manuel António de Almeida de Azevedo e Vasconcelos,1979-12-03,1980-10-05
1,18,Viseu,AD,Álvaro Barros Marques de Figueiredo,1979-12-03,1980-10-05
1,18,Viseu,AD,João da Silva Mendes Morgado,1979-12-03,1980-10-05
1,18,Viseu,AD,Luís António Martins,1979-12-03,1980-10-05
1,18,Viseu,AD,Eduardo Leal Loureiro,1979-12-03,1980-10-05
1,18,Viseu,PS,António Francisco Barroso de Sousa Gomes,1979-12-03,1980-10-05
1,18,Viseu,PS,Armando dos Santos Lopes,1979-12-03,1980-10-05
1,19,Açores,PSD,João Bosco Soares Mota Amaral,1979-12-03,1980-10-05
1,19,Açores,PSD,Germano da Silva Domingos,1979-12-03,1980-10-05
1,19,Açores,PSD,António Maria de Ornelas Ourique Mendes,1979-12-03,1980-10-05
1,19,Açores,PS,Jaime José Matos da Gama,1979-12-03,1980-10-05
1,19,Açores,PS,Francisco Cardoso Pereira de Oliveira,1979-12-03,1980-10-05
1,20,Madeira,PSD,José Maria da Silva,1979-12-03,1980-10-05
1,20,Madeira,PSD,Alcino Cabral Barreto,1979-12-03,1980-10-05
1,20,Madeira,PSD,Nicolau Gregório de Freitas,1979-12-03,1980-10-05
1,20,Madeira,PSD,Cecília Pita Catarino,1979-12-03,1980-10-05
1,20,Madeira,PS,António José Vieira de Freitas,1979-12-03,1980-10-05
1,21,Círculo da Europa,AD,José Teodoro da Silva,1979-12-03,1980-10-05
1,21,Círculo da Europa,PS,João Lima,1979-12-03,1980-10-05
1,22,Círculo de fora da Europa,AD,António Maria Pereira,1979-12-03,1980-10-05
1,22,Círculo de fora da Europa,AD,José Augusto Gama,1979-12-03,1980-10-05
2,1,Aveiro,AD,José Ângelo Ferreira Correia,1980-10-06,1983-04-25
2,1,Aveiro,AD,Mário Gaioso Henriques,1980-10-06,1983-04-25
2,1,Aveiro,AD,Mário Martins Adegas,1980-10-06,1983-04-25
2,1,Aveiro,AD,Manuel Maria Portugal da Fonseca,1980-10-06,1983-04-25
2,1,Aveiro,AD,José Girão Pereira,1980-10-06,1983-04-25
2,1,Aveiro,AD,Luís Filipe Ottolini Bebiano Coimbra,1980-10-06,1983-04-25
2,1,Aveiro,AD,Maria José Paulo Sampaio,1980-10-06,1983-04-25
2,1,Aveiro,AD,Valdemar Cardoso Alves,1980-10-06,1983-04-25
2,1,Aveiro,AD,Alberto Augusto Faria dos Santos,1980-10-06,1983-04-25
2,1,Aveiro,AD,Adérito Manuel Soares Campos,1980-10-06,1983-04-25
2,1,Aveiro,FRS,Carlos Manuel Natividade da Costa Candal,1980-10-06,1983-04-25
2,1,Aveiro,FRS,José Gomes Fernandes,1980-10-06,1983-04-25
2,1,Aveiro,FRS,Maria Teresa Dória Santa Clara Gomes,1980-10-06,1983-04-25
2,1,Aveiro,FRS,Avelino Ferreira Loureiro Zenha,1980-10-06,1983-04-25
2,1,Aveiro,APU,Vital Martins Moreira,1980-10-06,1983-04-25
2,2,Beja,APU,Dinis Fernandes Miranda,1980-10-06,1983-04-25
2,2,Beja,APU,Francisco Miguel Duarte,1980-10-06,1983-04-25
2,2,Beja,APU,José Manuel da Costa Carreira Marques,1980-10-06,1983-04-25
2,2,Beja,AD,António Duarte e Duarte Chagas,1980-10-06,1983-04-25
2,2,Beja,FRS,Manuel Trindade Reis,1980-10-06,1983-04-25
2,3,Braga,AD,Carlos Matos Chaves de Macedo,1980-10-06,1983-04-25
2,3,Braga,AD,Basílio Adolfo de Mendonça Horta da Franca,1980-10-06,1983-04-25
2,3,Braga,AD,Fernando José Sequeira Roriz,1980-10-06,1983-04-25
2,3,Braga,AD,José Luís da Cruz Vilaça,1980-10-06,1983-04-25
2,3,Braga,AD,Carlos Manuel Pereira de Pinho,1980-10-06,1983-04-25
2,3,Braga,AD,Armando Domingos Lima Ribeiro de Oliveira,1980-10-06,1983-04-25
2,3,Braga,AD,Henrique José Barrilaro Fernandes Ruas,1980-10-06,1983-04-25
2,3,Braga,AD,Henrique José Cardoso de Menezes Pereira de Morais,1980-10-06,1983-04-25
2,3,Braga,AD,José Mário de Lemos Damião,1980-10-06,1983-04-25
2,3,Braga,FRS,Francisco de Almeida Salgado Zenha,1980-10-06,1983-04-25
2,3,Braga,FRS,Raúl d'Assunção Pimenta Rêgo,1980-10-06,1983-04-25
2,3,Braga,FRS,Jorge Manuel Moura Loureiro Miranda,1980-10-06,1983-04-25
2,3,Braga,FRS,Parcídio Matos Summavielle Soares,1980-10-06,1983-04-25
2,3,Braga,FRS,Francisco Soares Mesquita Machado,1980-10-06,1983-04-25
2,3,Braga,APU,Joaquim Victor Baptista Gomes de Sá,1980-10-06,1983-04-25
2,4,Bragança,AD,Casimiro António Pires,1980-10-06,1983-04-25
2,4,Bragança,AD,Adriano José Alves Moreira,1980-10-06,1983-04-25
2,4,Bragança,AD,Eleutério Manuel Alves,1980-10-06,1983-04-25
2,4,Bragança,FRS,Manuel José Bragança Tender,1980-10-06,1983-04-25
2,5,Castelo Branco,AD,Pedro Manuel da Cruz Roseta,1980-10-06,1983-04-25
2,5,Castelo Branco,AD,Carlos Martins Robalo,1980-10-06,1983-04-25
2,5,Castelo Branco,AD,Mário Dias Lopes,1980-10-06,1983-04-25
2,5,Castelo Branco,AD,Luís Carlos Calheiros Veloso Sampaio,1980-10-06,1983-04-25
2,5,Castelo Branco,FRS,António Manuel de Oliveira Guterres,1980-10-06,1983-04-25
2,5,Castelo Branco,FRS,Alfredo Pinto da Silva,1980-10-06,1983-04-25
2,6,Coimbra,AD,Mário Ferreira Bastos Raposo,1980-10-06,1983-04-25
2,6,Coimbra,AD,Francisco António Lucas Pires,1980-10-06,1983-04-25
2,6,Coimbra,AD,Manuel Pereira,1980-10-06,1983-04-25
2,6,Coimbra,AD,Manuel da Costa Andrade,1980-10-06,1983-04-25
2,6,Coimbra,AD,Jaime Adalberto Simões Ramos,1980-10-06,1983-04-25
2,6,Coimbra,AD,Mário Marques Ferreira Maduro,1980-10-06,1983-04-25
2,6,Coimbra,FRS,António Duarte Arnaut,1980-10-06,1983-04-25
2,6,Coimbra,FRS,Manuel Alegre de Melo Duarte,1980-10-06,1983-04-25
2,6,Coimbra,FRS,António Carlos Ribeiro Campos,1980-10-06,1983-04-25
2,6,Coimbra,FRS,Fernando Luís de Almeida Torres Marinho,1980-10-06,1983-04-25
2,6,Coimbra,FRS,Victor Manuel Brás,1980-10-06,1983-04-25
2,6,Coimbra,APU,Jorge do Carmo Silva Leite,1980-10-06,1983-04-25
2,7,Évora,APU,António Joaquim Gervásio,1980-10-06,1983-04-25
2,7,Évora,APU,José Ernesto Ildefonso Leão de Oliveira,1980-10-06,1983-04-25
2,7,Évora,APU,Custódio Jacinto Gingão,1980-10-06,1983-04-25
2,7,Évora,AD,Francisco José de Sousa Tavares,1980-10-06,1983-04-25
2,7,Évora,FRS,Manuel Francisco da Costa,1980-10-06,1983-04-25
2,8,Faro,AD,José Adriano Gago Vitorino,1980-10-06,1983-04-25
2,8,Faro,AD,Cristóvão Guerreiro Norte,1980-10-06,1983-04-25
2,8,Faro,AD,Joaquim Manuel Cabrita Neto,1980-10-06,1983-04-25
2,8,Faro,AD, José Miguel Nunes Anacoreta Correia,1980-10-06,1983-04-25
2,8,Faro,José,Luís Filipe Nascimento Madeira,1980-10-06,1983-04-25
2,8,Faro,José,António José Sanches Esteves,1980-10-06,1983-04-25
2,8,Faro,José,Júlio Filipe de Almeida Carrapato,1980-10-06,1983-04-25
2,8,Faro,José,António César Gouveia de Oliveira,1980-10-06,1983-04-25
2,8,Faro,APU,Carlos Alberto Alfredo de Brito,1980-10-06,1983-04-25
2,9,Guarda,AD,Luís Eduardo da Silva Barbosa,1980-10-06,1983-04-25
2,9,Guarda,AD,Marília Dulce Coelho Pires Morgado Raimundo,1980-10-06,1983-04-25
2,9,Guarda,AD,Emílio Leitão Paulo,1980-10-06,1983-04-25
2,9,Guarda,AD,Fernando Manuel Cardote Barbosa Mesquita,1980-10-06,1983-04-25
2,9,Guarda,FRS,Alberto Marques Antunes,1980-10-06,1983-04-25
2,10,Leiria,AD,Victor Pereira Crespo,1980-10-06,1983-04-25
2,10,Leiria,AD,Francisco Manuel Lopes Vieira Oliveira Dias,1980-10-06,1983-04-25
2,10,Leiria,AD,António José Baptista Cardoso e Cunha,1980-10-06,1983-04-25
2,10,Leiria,AD,Fernando José da Costa,1980-10-06,1983-04-25
2,10,Leiria,AD,Francisco Manuel de Meneses Falcão,1980-10-06,1983-04-25
2,10,Leiria,AD,Reinaldo Alberto Ramos Gomes,1980-10-06,1983-04-25
2,10,Leiria,AD,José Augusto Santos da Silva Marques,1980-10-06,1983-04-25
2,10,Leiria,FRS,António Manuel Maldonado Gonelha,1980-10-06,1983-04-25
2,10,Leiria,FRS,Alfredo José Somera Simões Barroso,1980-10-06,1983-04-25
2,10,Leiria,FRS,Guilherme Gomes dos Santos,1980-10-06,1983-04-25
2,10,Leiria,APU,Joaquim Gomes dos Santos,1980-10-06,1983-04-25
2,11,Lisboa,AD,Francisco Manuel Lumbrales de Sá Carneiro,1980-10-06,1983-04-25
2,11,Lisboa,AD,Diogo Pinto de Freitas do Amaral,1980-10-06,1983-04-25
2,11,Lisboa,AD,Gonçalo Pereira Ribeiro Teles,1980-10-06,1983-04-25
2,11,Lisboa,AD,José Duarte de Almeida Ribeiro e Castro,1980-10-06,1983-04-25
2,11,Lisboa,AD,Aníbal António Cavaco Silva,1980-10-06,1983-04-25
2,11,Lisboa,AD,Pedro António José Bracourt Pestana de Vasconcelos,1980-10-06,1983-04-25
2,11,Lisboa,AD,Nuno Aires Rodrigues dos Santos,1980-10-06,1983-04-25
2,11,Lisboa,AD,João António Morais Silva Leitão,1980-10-06,1983-04-25
2,11,Lisboa,AD,António d'Orey Capucho,1980-10-06,1983-04-25
2,11,Lisboa,AD,Nuno Krus Abecasis,1980-10-06,1983-04-25
2,11,Lisboa,AD,José Manuel Meneres Sampaio Pimentel,1980-10-06,1983-04-25
2,11,Lisboa,AD,José Vicente Jesus de Carvalho Cardoso,1980-10-06,1983-04-25
2,11,Lisboa,AD,Augusto Martins Ferreira do Amaral,1980-10-06,1983-04-25
2,11,Lisboa,AD,Narana Sinai Coissoró,1980-10-06,1983-04-25
2,11,Lisboa,AD,António Alberto Correia Cabecinha,1980-10-06,1983-04-25
2,11,Lisboa,AD,Luís Filipe Pais Beirôco,1980-10-06,1983-04-25
2,11,Lisboa,AD,Arménio dos Santos,1980-10-06,1983-04-25
2,11,Lisboa,AD,Alfredo Albano de Castro de Azevedo Soares,1980-10-06,1983-04-25
2,11,Lisboa,AD,Afonso de Sousa Freire de Moura Guedes,1980-10-06,1983-04-25
2,11,Lisboa,AD,Natália de Oliveira Correia,1980-10-06,1983-04-25
2,11,Lisboa,AD,Maria Teresa Paulo Sampaio da Costa Macedo,1980-10-06,1983-04-25
2,11,Lisboa,AD,Henrique Alberto Freitas do Nascimento Rodrigues,1980-10-06,1983-04-25
2,11,Lisboa,AD,Emídio Ferrão da Costa Pinheiro,1980-10-06,1983-04-25
2,11,Lisboa,AD,Maria Adelaide Santos de Almeida e Paiva,1980-10-06,1983-04-25
2,11,Lisboa,AD,António Patrício Pinto Basto Gouveia,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Mário Alberto Nobre Lopes Soares,1980-10-06,1983-04-25
2,11,Lisboa,FRS,António Luciano Pacheco de Sousa Franco,1980-10-06,1983-04-25
2,11,Lisboa,FRS,António Poppe Lopes Cardoso,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Teófilo Carvalho dos Santos,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Manuel Alfredo Tito de Morais,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Victor Manuel Ribeiro Constâncio,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Jorge Fernando Branco de Sampaio,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Rui Fernando Pereira Mateus,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Alberto Arons Braga de Carvalho,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Aquilino Ribeiro Machado,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Francisco Manuel Marcelo Monteiro Curto,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Joaquim José Catanho de Meneses,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Maria Teresa Vieira Bastos Ramos Ambrósio,1980-10-06,1983-04-25
2,11,Lisboa,FRS,João Cardona Gomes Cravinho,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Luís Manuel dos Santos Silva Patrão,1980-10-06,1983-04-25
2,11,Lisboa,FRS,António Gonçalves Janeiro,1980-10-06,1983-04-25
2,11,Lisboa,FRS,Manuel Cardoso Vilhena de Carvalho,1980-10-06,1983-04-25
2,11,Lisboa,APU,Álvaro Barreirinhas Cunhal,1980-10-06,1983-04-25
2,11,Lisboa,APU,José Manuel Marques do Carmo Mendes Tengarrinha,1980-10-06,1983-04-25
2,11,Lisboa,APU,Octávio Floriano Rodrigues Pato,1980-10-06,1983-04-25
